,season_id,player_id,player_season,player,season,season_start,team,games,gamesstarted,mp,fg_perc,3p_perc,2p_perc,ft_perc,trb,ast,stl,blk,tov,pf,pts,all_nba
174,187,37,4,Victor Alexander,1994-95,1994,GSW,50,29,24.7,0.515,0.24,0.531,0.6,5.8,1.2,0.6,0.6,1.5,2.9,10.0,0
175,171,33,1,Cory Alexander,1995-96,1995,SAS,60,0,9.3,0.406,0.394,0.416,0.64,0.7,2.0,0.5,0.0,1.1,1.6,2.8,0
176,172,33,2,Cory Alexander,1996-97,1996,SAS,80,6,18.2,0.396,0.373,0.42,0.736,1.5,3.2,1.0,0.2,1.8,1.9,7.2,0
177,173,33,3,Cory Alexander,1997-98,1997,TOT,60,22,21.6,0.428,0.375,0.469,0.784,2.4,3.5,1.2,0.2,1.9,1.6,8.1,0
178,174,33,4,Cory Alexander,1998-99,1998,DEN,36,4,21.6,0.373,0.286,0.432,0.841,2.1,3.3,1.0,0.1,1.9,2.1,7.3,0
179,175,33,5,Cory Alexander,1999-00,1999,DEN,29,2,11.3,0.286,0.257,0.302,0.773,1.4,2.0,0.8,0.1,1.0,1.3,2.8,0
180,176,33,6,Cory Alexander,2000-01,2000,ORL,26,0,8.7,0.321,0.25,0.35,0.667,1.0,1.4,0.6,0.0,1.0,1.1,2.0,0
181,178,34,1,Courtney Alexander,2000-01,2000,TOT,65,24,21.3,0.417,0.37,0.421,0.82,2.2,1.0,0.7,0.1,1.2,2.1,9.5,0
182,179,34,2,Courtney Alexander,2001-02,2001,WAS,56,28,23.7,0.47,0.278,0.478,0.81,2.6,1.5,0.6,0.1,1.1,2.0,9.8,0
183,188,37,5,Victor Alexander,2001-02,2001,DET,15,0,6.5,0.353,0.0,0.367,0.5,1.9,0.4,0.0,0.1,0.3,0.4,2.7,0
184,180,34,3,Courtney Alexander,2002-03,2002,NOH,66,7,20.6,0.382,0.333,0.388,0.808,1.8,1.2,0.5,0.1,1.0,1.9,7.9,0
185,177,33,7,Cory Alexander,2004-05,2004,CHA,16,1,12.6,0.327,0.421,0.267,0.75,1.8,2.3,0.6,0.1,1.2,1.8,3.1,0
186,182,36,1,Joe Alexander,2008-09,2008,MIL,59,0,12.1,0.416,0.348,0.432,0.699,1.9,0.7,0.3,0.5,0.9,1.8,4.7,0
187,183,36,2,Joe Alexander,2009-10,2009,CHI,8,0,3.6,0.167,0.0,0.2,0.667,0.6,0.3,0.1,0.1,0.0,1.1,0.5,0
188,170,32,1,Cliff Alexander,2015-16,2015,POR,8,0,4.5,0.5,0.0,0.5,0.0,0.8,0.0,0.1,0.3,0.1,0.1,1.3,0
189,189,38,1,Steve Alford,1987-88,1987,DAL,28,0,7.0,0.382,0.125,0.426,0.941,0.8,0.8,0.6,0.1,0.4,0.8,2.1,0
190,190,38,2,Steve Alford,1988-89,1988,TOT,66,3,13.7,0.457,0.364,0.476,0.82,1.1,1.4,0.7,0.0,0.7,0.9,5.5,0
191,191,38,3,Steve Alford,1989-90,1989,DAL,41,0,7.4,0.457,0.318,0.483,0.946,0.6,1.0,0.4,0.1,0.4,0.5,4.1,0
192,192,38,4,Steve Alford,1990-91,1990,DAL,34,0,6.9,0.504,0.304,0.553,0.839,0.7,0.6,0.2,0.0,0.5,0.3,4.4,0
194,217,46,1,Randy Allen,1988-89,1988,SAC,7,0,6.1,0.421,0.0,0.444,0.5,1.0,0.0,0.1,0.1,0.3,1.0,2.4,0
195,218,46,2,Randy Allen,1989-90,1989,SAC,63,6,11.8,0.444,0.0,0.457,0.535,2.2,0.4,0.3,0.3,0.4,1.6,3.7,0
196,197,42,1,Jerome Allen,1995-96,1995,MIN,41,0,8.8,0.343,0.303,0.361,0.722,0.6,1.2,0.5,0.1,0.8,1.0,2.6,0
197,198,42,2,Jerome Allen,1996-97,1996,TOT,76,1,12.4,0.353,0.323,0.375,0.583,1.3,2.0,0.4,0.1,0.9,1.1,3.0,0
198,219,47,1,Ray Allen,1996-97,1996,MIL,82,81,30.9,0.43,0.393,0.448,0.823,4.0,2.6,0.9,0.1,1.8,2.7,13.4,0
199,220,47,2,Ray Allen,1997-98,1997,MIL,82,82,40.1,0.428,0.364,0.453,0.875,4.9,4.3,1.4,0.1,3.2,3.0,19.5,0
200,221,47,3,Ray Allen,1998-99,1998,MIL,50,50,34.4,0.45,0.356,0.492,0.903,4.2,3.6,1.1,0.1,2.4,2.3,17.1,0
201,222,47,4,Ray Allen,1999-00,1999,MIL,82,82,37.4,0.455,0.423,0.468,0.887,4.4,3.8,1.3,0.2,2.2,2.3,22.1,0
202,223,47,5,Ray Allen,2000-01,2000,MIL,82,82,38.2,0.48,0.433,0.506,0.888,5.2,4.6,1.5,0.2,2.5,2.3,22.0,1
203,207,45,1,Malik Allen,2001-02,2001,MIA,12,2,13.4,0.431,0.0,0.44,0.8,3.2,0.4,0.3,0.7,0.2,1.3,4.3,0
204,224,47,6,Ray Allen,2001-02,2001,MIL,69,67,36.6,0.462,0.434,0.485,0.873,4.5,3.9,1.3,0.3,2.3,2.3,21.8,0
205,208,45,2,Malik Allen,2002-03,2002,MIA,80,73,29.0,0.424,0.0,0.426,0.802,5.3,0.7,0.5,1.0,1.6,2.9,9.6,0
206,225,47,7,Ray Allen,2002-03,2002,TOT,76,75,37.9,0.439,0.377,0.478,0.916,5.0,4.4,1.4,0.2,2.6,2.9,22.5,0
207,209,45,3,Malik Allen,2003-04,2003,MIA,45,6,13.7,0.419,0.0,0.419,0.758,2.6,0.4,0.3,0.6,0.6,1.8,4.2,0
208,226,47,8,Ray Allen,2003-04,2003,SEA,56,56,38.4,0.44,0.392,0.468,0.904,5.1,4.8,1.3,0.2,2.8,2.4,23.0,0
209,210,45,4,Malik Allen,2004-05,2004,TOT,36,1,14.4,0.475,0.0,0.475,0.929,2.8,0.5,0.3,0.6,0.5,1.5,5.4,0
210,227,47,9,Ray Allen,2004-05,2004,SEA,78,78,39.3,0.428,0.376,0.459,0.883,4.4,3.7,1.1,0.1,2.2,2.1,23.9,1
211,237,48,1,Tony Allen,2004-05,2004,BOS,77,34,16.4,0.475,0.387,0.483,0.737,2.9,0.8,1.0,0.3,1.0,2.0,6.4,0
212,211,45,5,Malik Allen,2005-06,2005,CHI,54,20,13.0,0.49,1.0,0.488,0.605,2.6,0.4,0.3,0.3,0.6,1.7,4.9,0
213,228,47,10,Ray Allen,2005-06,2005,SEA,78,78,38.7,0.454,0.412,0.486,0.903,4.3,3.7,1.3,0.2,2.4,1.9,25.1,0
214,238,48,2,Tony Allen,2005-06,2005,BOS,51,9,19.2,0.471,0.324,0.492,0.746,2.2,1.3,1.0,0.4,1.3,2.5,7.2,0
215,212,45,6,Malik Allen,2006-07,2006,CHI,60,1,10.6,0.415,0.0,0.416,0.824,2.0,0.3,0.3,0.3,0.4,1.4,4.0,0
216,229,47,11,Ray Allen,2006-07,2006,SEA,55,55,40.3,0.438,0.372,0.479,0.903,4.5,4.1,1.5,0.2,2.8,2.1,26.4,0
217,239,48,3,Tony Allen,2006-07,2006,BOS,33,18,24.4,0.514,0.242,0.553,0.784,3.8,1.7,1.5,0.4,2.3,2.6,11.5,0
218,213,45,7,Malik Allen,2007-08,2007,TOT,73,16,15.0,0.48,0.5,0.48,0.92,2.7,0.6,0.3,0.4,0.6,2.0,4.6,0
219,230,47,12,Ray Allen,2007-08,2007,BOS,73,73,35.9,0.445,0.398,0.485,0.907,3.7,3.1,0.9,0.2,1.7,2.0,17.4,0
220,240,48,4,Tony Allen,2007-08,2007,BOS,75,11,18.3,0.434,0.316,0.455,0.762,2.2,1.5,0.8,0.3,1.5,2.2,6.6,0
221,214,45,8,Malik Allen,2008-09,2008,MIL,49,3,11.8,0.429,0.0,0.432,0.476,2.1,0.7,0.1,0.2,0.4,1.8,3.2,0
222,231,47,13,Ray Allen,2008-09,2008,BOS,79,79,36.4,0.48,0.409,0.542,0.952,3.5,2.8,0.9,0.2,1.7,2.0,18.2,0
223,241,48,5,Tony Allen,2008-09,2008,BOS,46,2,19.3,0.482,0.222,0.51,0.725,2.3,1.4,1.2,0.5,1.7,2.1,7.8,0
224,215,45,9,Malik Allen,2009-10,2009,DEN,51,3,8.9,0.397,0.167,0.409,0.923,1.6,0.3,0.2,0.1,0.4,1.3,2.1,0
225,232,47,14,Ray Allen,2009-10,2009,BOS,80,80,35.2,0.477,0.363,0.556,0.913,3.2,2.6,0.8,0.3,1.6,2.3,16.3,0
226,242,48,6,Tony Allen,2009-10,2009,BOS,54,8,16.5,0.51,0.0,0.52,0.605,2.7,1.3,1.1,0.4,1.2,2.0,6.1,0
227,216,45,10,Malik Allen,2010-11,2010,ORL,18,0,9.9,0.355,0.0,0.355,0.5,1.8,0.2,0.1,0.2,0.2,1.7,1.3,0
228,233,47,15,Ray Allen,2010-11,2010,BOS,80,80,36.1,0.491,0.444,0.52,0.881,3.4,2.7,1.0,0.2,1.5,1.8,16.5,0
229,243,48,7,Tony Allen,2010-11,2010,MEM,72,31,20.8,0.51,0.174,0.527,0.753,2.7,1.4,1.8,0.6,1.2,2.2,8.9,0
230,201,44,1,Lavoy Allen,2011-12,2011,PHI,41,15,15.2,0.473,0.0,0.473,0.786,4.2,0.8,0.3,0.4,0.5,1.8,4.1,0
231,234,47,16,Ray Allen,2011-12,2011,BOS,46,42,34.0,0.458,0.453,0.463,0.915,3.1,2.4,1.1,0.2,1.5,1.8,14.2,0
232,244,48,8,Tony Allen,2011-12,2011,MEM,58,57,26.3,0.469,0.308,0.479,0.8,4.0,1.4,1.8,0.6,1.6,2.4,9.8,0
233,202,44,2,Lavoy Allen,2012-13,2012,PHI,79,37,21.1,0.454,0.0,0.455,0.717,5.0,0.9,0.3,0.7,0.7,2.3,5.8,0
234,235,47,17,Ray Allen,2012-13,2012,MIA,79,0,25.8,0.449,0.419,0.48,0.886,2.7,1.7,0.8,0.2,1.3,1.6,10.9,0
235,245,48,9,Tony Allen,2012-13,2012,MEM,79,79,26.7,0.445,0.125,0.458,0.717,4.6,1.2,1.5,0.6,1.2,2.7,8.9,0
236,203,44,3,Lavoy Allen,2013-14,2013,TOT,65,2,16.5,0.447,0.154,0.46,0.66,4.8,1.1,0.4,0.5,0.7,1.9,4.7,0
237,236,47,18,Ray Allen,2013-14,2013,MIA,73,9,26.5,0.442,0.375,0.53,0.905,2.8,2.0,0.7,0.1,1.2,1.6,9.6,0
238,246,48,10,Tony Allen,2013-14,2013,MEM,55,28,23.2,0.494,0.234,0.527,0.628,3.8,1.7,1.6,0.3,1.6,2.2,9.0,0
239,204,44,4,Lavoy Allen,2014-15,2014,IND,63,0,17.0,0.472,0.0,0.472,0.702,5.1,1.2,0.2,0.7,0.6,1.6,5.0,0
240,247,48,11,Tony Allen,2014-15,2014,MEM,63,41,26.2,0.495,0.345,0.505,0.627,4.4,1.4,2.0,0.5,1.4,2.6,8.6,0
241,205,44,5,Lavoy Allen,2015-16,2015,IND,79,28,20.2,0.516,0.0,0.516,0.63,5.4,1.0,0.3,0.5,0.9,1.9,5.4,0
242,248,48,12,Tony Allen,2015-16,2015,MEM,64,57,25.3,0.458,0.357,0.468,0.652,4.6,1.1,1.7,0.3,1.2,2.7,8.4,0
243,206,44,6,Lavoy Allen,2016-17,2016,IND,59,5,14.6,0.451,0.0,0.453,0.688,3.6,0.9,0.3,0.4,0.5,1.3,2.8,0
244,249,48,13,Tony Allen,2016-17,2016,MEM,68,63,27.5,0.458,0.283,0.476,0.617,5.6,1.4,1.7,0.4,1.5,2.6,9.2,0
245,195,41,1,Jarrett Allen,2017-18,2017,BRK,72,31,20.0,0.589,0.333,0.599,0.776,5.4,0.7,0.4,1.2,1.1,2.0,8.2,0
246,199,43,1,Kadeem Allen,2017-18,2017,BOS,18,1,5.9,0.273,0.0,0.545,0.778,0.6,0.7,0.2,0.1,0.5,0.8,1.1,0
247,250,48,14,Tony Allen,2017-18,2017,NOP,22,0,12.4,0.484,0.333,0.506,0.524,2.1,0.4,0.5,0.1,0.9,2.2,4.7,0
251,251,49,1,Lance Allred,2007-08,2007,CLE,3,0,3.3,0.25,0.0,0.25,0.5,0.3,0.0,0.0,0.0,0.0,0.3,1.0,0
252,252,50,1,Darrell Allums,1980-81,1980,DAL,22,0,12.5,0.343,0.0,0.348,0.591,3.0,1.1,0.2,0.4,1.0,2.3,2.7,0
253,253,51,1,Morris Almond,2007-08,2007,UTA,9,0,4.3,0.267,0.25,0.273,0.667,0.2,0.3,0.1,0.0,0.2,0.6,1.4,0
254,254,51,2,Morris Almond,2008-09,2008,UTA,25,1,10.2,0.407,0.294,0.438,0.808,1.4,0.3,0.2,0.2,0.6,1.2,3.7,0
255,255,51,3,Morris Almond,2011-12,2011,WAS,4,0,16.8,0.353,0.333,0.357,0.333,2.0,0.5,1.8,0.0,0.3,1.5,3.5,0
256,256,52,1,Derrick Alston,1994-95,1994,PHI,64,1,16.1,0.465,0.0,0.472,0.492,3.4,0.5,0.6,0.5,0.8,1.7,4.7,0
257,257,52,2,Derrick Alston,1995-96,1995,PHI,73,41,22.1,0.512,0.333,0.513,0.491,4.1,0.8,0.8,0.7,0.8,2.6,6.2,0
258,258,52,3,Derrick Alston,1996-97,1996,ATL,2,0,5.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
259,259,53,1,Rafer Alston,1999-00,1999,MIL,27,0,13.4,0.284,0.214,0.296,0.75,0.9,2.6,0.4,0.0,1.1,1.1,2.2,0
260,260,53,2,Rafer Alston,2000-01,2000,MIL,37,2,7.8,0.357,0.267,0.407,0.692,0.8,1.8,0.4,0.0,0.5,0.7,2.1,0
261,261,53,3,Rafer Alston,2001-02,2001,MIL,50,7,12.0,0.346,0.38,0.325,0.621,1.4,2.9,0.6,0.0,0.8,0.8,3.5,0
262,262,53,4,Rafer Alston,2002-03,2002,TOR,47,4,20.9,0.415,0.392,0.429,0.685,2.3,4.1,0.8,0.3,1.8,2.6,7.8,0
263,263,53,5,Rafer Alston,2003-04,2003,MIA,82,28,31.5,0.376,0.371,0.382,0.769,2.8,4.5,1.4,0.2,1.6,2.6,10.2,0
264,264,53,6,Rafer Alston,2004-05,2004,TOR,80,78,34.0,0.414,0.357,0.451,0.74,3.5,6.4,1.5,0.1,2.1,2.7,14.2,0
265,265,53,7,Rafer Alston,2005-06,2005,HOU,63,63,38.6,0.379,0.327,0.418,0.692,4.0,6.7,1.6,0.2,2.5,3.1,12.1,0
266,266,53,8,Rafer Alston,2006-07,2006,HOU,82,82,37.1,0.375,0.363,0.389,0.734,3.4,5.4,1.6,0.1,2.1,2.4,13.3,0
267,267,53,9,Rafer Alston,2007-08,2007,HOU,74,74,34.1,0.394,0.351,0.427,0.715,3.5,5.3,1.3,0.2,2.2,1.9,13.1,0
268,268,53,10,Rafer Alston,2008-09,2008,TOT,77,76,31.8,0.385,0.338,0.417,0.75,2.9,5.3,1.4,0.1,1.8,1.8,11.7,0
269,269,53,11,Rafer Alston,2009-10,2009,TOT,52,38,27.3,0.348,0.345,0.349,0.728,2.5,3.4,1.0,0.2,1.8,2.0,8.2,0
270,270,54,1,Peter Aluma,1998-99,1998,SAC,2,0,2.5,0.5,0.0,0.5,0.0,1.0,0.0,0.5,0.5,1.0,2.0,1.0,0
271,271,55,1,John Amaechi,1995-96,1995,CLE,28,3,12.8,0.414,0.0,0.414,0.576,1.9,0.3,0.2,0.4,1.2,1.8,2.8,0
272,272,55,2,John Amaechi,1999-00,1999,ORL,80,53,21.1,0.437,0.167,0.439,0.766,3.3,1.2,0.4,0.5,1.7,2.0,10.5,0
273,273,55,3,John Amaechi,2000-01,2000,ORL,82,36,20.9,0.4,0.0,0.405,0.631,3.3,0.9,0.3,0.4,1.5,2.1,7.9,0
274,274,55,4,John Amaechi,2001-02,2001,UTA,54,0,10.9,0.325,0.0,0.325,0.638,2.0,0.5,0.1,0.2,1.0,1.2,3.2,0
275,275,55,5,John Amaechi,2002-03,2002,UTA,50,1,9.5,0.314,0.0,0.314,0.481,1.5,0.4,0.3,0.1,0.7,1.0,2.0,0
276,276,56,1,Ashraf Amaya,1995-96,1995,VAN,54,34,20.4,0.48,0.0,0.482,0.651,5.6,0.6,0.4,0.2,1.1,2.8,6.3,0
277,277,56,2,Ashraf Amaya,1996-97,1996,WSB,31,0,4.6,0.3,1.0,0.282,0.536,1.7,0.1,0.2,0.1,0.3,0.9,1.3,0
278,278,57,1,Al-Farouq Aminu,2010-11,2010,LAC,81,14,17.9,0.394,0.315,0.437,0.773,3.3,0.7,0.7,0.3,1.3,1.5,5.6,0
279,279,57,2,Al-Farouq Aminu,2011-12,2011,NOH,66,21,22.4,0.411,0.277,0.431,0.754,4.7,1.0,0.9,0.5,1.4,2.1,6.0,0
280,280,57,3,Al-Farouq Aminu,2012-13,2012,NOH,76,71,27.2,0.475,0.211,0.486,0.737,7.7,1.4,1.2,0.7,1.5,2.0,7.3,0
281,281,57,4,Al-Farouq Aminu,2013-14,2013,NOP,80,65,25.6,0.474,0.271,0.496,0.664,6.2,1.4,1.0,0.5,1.1,1.8,7.2,0
282,282,57,5,Al-Farouq Aminu,2014-15,2014,DAL,74,3,18.5,0.412,0.274,0.485,0.712,4.6,0.8,0.9,0.8,0.7,1.9,5.6,0
283,283,57,6,Al-Farouq Aminu,2015-16,2015,POR,82,82,28.5,0.416,0.361,0.468,0.737,6.1,1.7,0.9,0.6,1.5,2.1,10.2,0
284,284,57,7,Al-Farouq Aminu,2016-17,2016,POR,58,24,28.9,0.401,0.332,0.459,0.709,7.4,1.7,1.0,0.7,1.6,1.7,8.8,0
285,285,57,8,Al-Farouq Aminu,2017-18,2017,POR,69,67,30.0,0.395,0.369,0.432,0.738,7.6,1.2,1.1,0.6,1.1,2.0,9.3,0
287,287,58,1,Lou Amundson,2006-07,2006,TOT,11,0,8.1,0.4,0.0,0.4,0.4,2.5,0.1,0.1,0.7,0.5,1.4,1.5,0
288,288,58,2,Lou Amundson,2007-08,2007,PHI,16,0,4.0,0.5,0.0,0.5,0.286,0.8,0.0,0.1,0.1,0.1,0.8,1.1,0
289,289,58,3,Lou Amundson,2008-09,2008,PHO,76,0,13.7,0.536,0.0,0.538,0.442,3.6,0.4,0.4,0.9,0.7,2.0,4.2,0
290,290,58,4,Lou Amundson,2009-10,2009,PHO,79,0,14.8,0.551,0.0,0.553,0.545,4.4,0.4,0.3,0.9,0.7,2.1,4.7,0
291,291,58,5,Lou Amundson,2010-11,2010,GSW,46,7,15.0,0.454,0.0,0.454,0.391,4.0,0.4,0.3,0.7,0.5,1.9,4.3,0
292,292,58,6,Lou Amundson,2011-12,2011,IND,60,0,12.6,0.43,0.0,0.43,0.427,3.7,0.2,0.5,0.7,0.8,2.1,3.6,0
293,293,58,7,Lou Amundson,2012-13,2012,TOT,39,0,9.5,0.395,0.0,0.395,0.333,2.7,0.3,0.4,0.3,0.5,1.4,1.9,0
294,294,58,8,Lou Amundson,2013-14,2013,TOT,19,0,9.7,0.5,0.0,0.5,0.25,2.9,0.3,0.5,0.6,0.7,2.6,2.0,0
295,295,58,9,Lou Amundson,2014-15,2014,TOT,53,35,17.7,0.427,0.0,0.429,0.471,5.1,1.3,0.4,1.0,1.2,2.4,4.9,0
296,296,58,10,Lou Amundson,2015-16,2015,NYK,29,0,7.0,0.358,0.0,0.358,0.519,1.7,0.4,0.2,0.2,0.5,1.5,1.8,0
297,297,59,1,Chris Andersen,2001-02,2001,DEN,24,1,10.9,0.338,0.0,0.357,0.786,3.2,0.3,0.3,1.2,0.5,1.5,3.0,0
298,298,59,2,Chris Andersen,2002-03,2002,DEN,59,3,15.4,0.4,0.0,0.401,0.55,4.6,0.5,0.5,1.0,1.0,1.5,5.2,0
299,299,59,3,Chris Andersen,2003-04,2003,DEN,71,0,14.5,0.443,0.0,0.446,0.589,4.2,0.5,0.5,1.6,0.7,1.7,3.4,0
300,300,59,4,Chris Andersen,2004-05,2004,NOH,67,2,21.3,0.534,0.0,0.538,0.689,6.1,1.1,0.2,1.5,1.0,2.1,7.7,0
301,301,59,5,Chris Andersen,2005-06,2005,NOK,32,2,17.8,0.571,0.0,0.571,0.476,4.8,0.2,0.3,1.3,0.8,2.6,5.0,0
302,302,59,6,Chris Andersen,2007-08,2007,NOH,5,0,6.8,0.286,0.0,0.286,0.5,1.8,0.0,0.0,0.8,0.2,1.2,1.2,0
303,303,59,7,Chris Andersen,2008-09,2008,DEN,71,1,20.6,0.548,0.2,0.56,0.718,6.2,0.4,0.6,2.5,1.0,2.5,6.4,0
304,304,59,8,Chris Andersen,2009-10,2009,DEN,76,0,22.3,0.566,0.0,0.573,0.695,6.4,0.4,0.6,1.9,0.8,2.3,5.9,0
305,312,60,1,David Andersen,2009-10,2009,HOU,63,0,14.1,0.432,0.346,0.458,0.687,3.3,0.7,0.2,0.2,0.6,1.9,5.8,0
306,305,59,9,Chris Andersen,2010-11,2010,DEN,45,0,16.3,0.599,0.0,0.603,0.637,4.9,0.4,0.5,1.3,0.6,1.8,5.6,0
307,313,60,2,David Andersen,2010-11,2010,TOT,40,0,9.3,0.463,0.348,0.49,0.636,2.1,0.3,0.1,0.2,0.6,1.0,3.4,0
308,306,59,10,Chris Andersen,2011-12,2011,DEN,32,1,15.2,0.546,0.0,0.546,0.61,4.6,0.2,0.6,1.4,0.5,1.6,5.3,0
309,307,59,11,Chris Andersen,2012-13,2012,MIA,42,0,14.9,0.577,0.667,0.575,0.677,4.1,0.4,0.4,1.0,0.6,2.1,4.9,0
310,308,59,12,Chris Andersen,2013-14,2013,MIA,72,0,19.4,0.644,0.25,0.662,0.71,5.3,0.3,0.4,1.3,0.7,2.3,6.6,0
311,309,59,13,Chris Andersen,2014-15,2014,MIA,60,20,18.9,0.58,0.308,0.598,0.667,5.0,0.7,0.4,1.0,0.7,1.5,5.3,0
312,310,59,14,Chris Andersen,2015-16,2015,TOT,27,15,14.9,0.528,0.286,0.586,0.694,3.6,0.4,0.6,0.5,0.3,1.1,3.9,0
313,311,59,15,Chris Andersen,2016-17,2016,CLE,12,0,9.5,0.409,0.0,0.474,0.714,2.6,0.4,0.4,0.6,0.4,1.7,2.3,0
314,334,64,1,Dwight Anderson,1982-83,1982,DEN,5,0,6.6,0.5,0.0,0.5,0.7,0.4,0.6,0.2,0.0,1.0,1.4,4.2,0
315,347,67,1,J.J. Anderson,1982-83,1982,TOT,65,2,18.5,0.501,0.0,0.507,0.571,4.5,1.0,1.0,0.3,1.2,2.4,7.4,0
316,392,74,1,Richard Anderson,1982-83,1982,SDC,78,5,16.3,0.404,0.368,0.405,0.696,3.5,1.5,0.7,0.3,1.2,2.2,5.2,0
317,348,67,2,J.J. Anderson,1983-84,1983,UTA,48,0,6.5,0.423,0.0,0.433,0.414,1.3,0.5,0.3,0.2,0.4,0.6,2.5,0
318,393,74,2,Richard Anderson,1983-84,1983,DEN,78,17,17.7,0.426,0.158,0.435,0.773,5.2,2.5,0.6,0.4,1.4,2.3,8.5,0
319,349,67,3,J.J. Anderson,1984-85,1984,UTA,44,0,10.4,0.409,0.0,0.415,0.6,1.9,0.5,0.7,0.2,0.7,1.6,3.4,0
320,398,75,1,Ron Anderson,1984-85,1984,CLE,36,7,14.4,0.431,0.5,0.43,0.82,2.4,0.9,0.3,0.2,0.9,1.1,5.8,0
321,399,75,2,Ron Anderson,1985-86,1985,TOT,77,30,21.8,0.494,0.222,0.498,0.669,3.6,1.9,0.7,0.1,1.1,1.6,9.2,0
322,394,74,3,Richard Anderson,1986-87,1986,HOU,51,0,6.1,0.424,0.25,0.447,0.759,1.5,0.6,0.1,0.1,0.4,0.7,2.8,0
323,400,75,3,Ron Anderson,1986-87,1986,IND,63,0,11.4,0.473,0.0,0.481,0.787,2.4,0.9,0.5,0.0,0.9,1.0,5.8,0
324,337,66,1,Greg Anderson,1987-88,1987,SAS,82,45,24.2,0.501,0.2,0.503,0.604,6.3,1.0,0.7,1.5,1.7,2.8,11.7,0
325,395,74,4,Richard Anderson,1987-88,1987,TOT,74,3,18.2,0.39,0.32,0.426,0.753,4.1,1.5,0.7,0.2,0.8,1.9,6.1,0
326,401,75,4,Ron Anderson,1987-88,1987,IND,74,1,14.8,0.498,0.0,0.5,0.766,2.9,1.1,0.6,0.1,1.0,1.3,7.3,0
327,338,66,2,Greg Anderson,1988-89,1988,SAS,82,56,29.3,0.503,0.0,0.505,0.514,8.2,0.7,1.2,1.3,2.2,2.7,13.7,0
328,378,72,1,Michael Anderson,1988-89,1988,SAS,36,12,20.3,0.417,0.143,0.429,0.695,2.5,4.3,1.2,0.1,2.3,1.8,5.7,0
329,396,74,5,Richard Anderson,1988-89,1988,POR,72,3,15.0,0.417,0.348,0.464,0.842,3.2,1.4,0.6,0.2,0.8,1.4,5.2,0
330,402,75,5,Ron Anderson,1988-89,1988,PHI,82,12,31.9,0.491,0.182,0.494,0.856,5.0,1.7,0.9,0.3,1.5,2.0,16.2,0
331,429,78,1,Willie Anderson,1988-89,1988,SAS,81,79,33.8,0.498,0.19,0.503,0.775,5.1,4.6,1.9,0.8,3.2,3.6,18.6,0
332,339,66,3,Greg Anderson,1989-90,1989,MIL,60,28,21.5,0.507,0.0,0.507,0.535,6.2,0.4,0.5,0.9,1.3,2.9,8.8,0
333,379,73,1,Nick Anderson,1989-90,1989,ORL,81,9,22.0,0.494,0.059,0.504,0.705,3.9,1.5,0.9,0.4,1.7,1.7,11.5,0
334,397,74,6,Richard Anderson,1989-90,1989,CHH,54,2,11.2,0.417,0.37,0.459,0.783,2.4,1.0,0.4,0.2,0.5,1.2,4.3,0
335,403,75,6,Ron Anderson,1989-90,1989,PHI,78,3,26.8,0.451,0.143,0.459,0.838,3.8,1.8,0.9,0.2,1.0,1.8,11.9,0
336,430,78,2,Willie Anderson,1989-90,1989,SAS,82,81,34.0,0.492,0.269,0.497,0.748,4.5,4.4,1.4,0.7,2.4,3.1,15.7,0
337,340,66,4,Greg Anderson,1990-91,1990,TOT,68,2,13.6,0.43,0.0,0.431,0.522,4.7,0.2,0.5,0.7,1.2,2.1,4.3,0
338,380,73,2,Nick Anderson,1990-91,1990,ORL,70,42,28.2,0.467,0.293,0.479,0.668,5.5,1.5,1.1,0.6,1.6,2.1,14.1,0
339,404,75,7,Ron Anderson,1990-91,1990,PHI,82,13,28.5,0.485,0.209,0.497,0.833,4.5,1.4,0.8,0.2,1.2,2.0,14.6,0
340,431,78,3,Willie Anderson,1990-91,1990,SAS,75,75,34.6,0.457,0.2,0.467,0.798,4.7,4.8,1.1,0.6,2.2,3.0,14.4,0
341,341,66,5,Greg Anderson,1991-92,1991,DEN,82,82,34.1,0.456,0.0,0.458,0.623,11.5,1.0,1.1,0.8,2.5,3.2,11.5,0
342,359,70,1,Kenny Anderson,1991-92,1991,NJN,64,13,17.0,0.39,0.231,0.394,0.745,2.0,3.2,1.0,0.1,1.5,1.1,7.0,0
343,381,73,3,Nick Anderson,1991-92,1991,ORL,60,59,36.7,0.463,0.353,0.472,0.667,6.4,2.7,1.6,0.6,2.1,2.2,19.9,0
344,405,75,8,Ron Anderson,1991-92,1991,PHI,82,11,29.7,0.465,0.331,0.485,0.877,3.4,1.6,1.0,0.1,1.3,1.6,13.7,0
345,432,78,4,Willie Anderson,1991-92,1991,SAS,57,55,33.1,0.455,0.232,0.475,0.775,5.3,5.3,0.9,0.9,2.5,2.6,13.1,0
346,335,65,1,Eric Anderson,1992-93,1992,NYK,16,0,2.8,0.278,0.0,0.278,0.846,0.9,0.2,0.2,0.1,0.3,0.9,1.3,0
347,360,70,2,Kenny Anderson,1992-93,1992,NJN,55,55,36.5,0.435,0.28,0.44,0.776,4.1,8.2,1.7,0.2,2.8,2.5,16.9,0
