,season_id,player_id,player_season,player,season,season_start,team,games,gamesstarted,mp,fg_perc,3p_perc,2p_perc,ft_perc,trb,ast,stl,blk,tov,pf,pts,all_nba
12796,12796,2333,2,Kirk Snyder,2005-06,2005,NOK,68,45,19.3,0.453,0.357,0.491,0.735,2.4,1.5,0.4,0.3,1.0,1.6,8.0,0
12797,12797,2333,3,Kirk Snyder,2006-07,2006,HOU,39,1,14.4,0.452,0.25,0.539,0.653,2.1,1.0,0.3,0.3,0.7,1.3,4.9,0
12798,12798,2333,4,Kirk Snyder,2007-08,2007,TOT,36,18,21.1,0.508,0.217,0.548,0.727,3.5,1.8,0.6,0.4,1.4,1.5,7.3,0
12799,12799,2334,1,Will Solomon,2001-02,2001,MEM,62,4,14.1,0.341,0.284,0.396,0.671,1.1,1.5,0.6,0.1,1.0,1.2,5.2,0
12800,12800,2334,2,Will Solomon,2008-09,2008,TOT,53,9,13.4,0.429,0.326,0.484,0.735,1.2,2.5,0.5,0.1,1.0,1.3,5.0,0
12801,12801,2335,1,Darius Songaila,2003-04,2003,SAC,73,7,13.4,0.487,0.0,0.487,0.807,3.1,0.7,0.6,0.2,0.6,1.7,4.6,0
12802,12802,2335,2,Darius Songaila,2004-05,2004,SAC,81,21,20.6,0.527,0.0,0.53,0.847,4.2,1.4,0.6,0.2,0.9,2.5,7.5,0
12803,12803,2335,3,Darius Songaila,2005-06,2005,CHI,62,7,21.4,0.481,0.4,0.481,0.817,4.0,1.4,0.6,0.3,1.4,2.5,9.2,0
12804,12804,2335,4,Darius Songaila,2006-07,2006,WAS,37,1,18.9,0.524,0.0,0.529,0.852,3.6,1.0,0.5,0.3,1.2,2.8,7.6,0
12805,12805,2335,5,Darius Songaila,2007-08,2007,WAS,80,13,19.4,0.458,0.0,0.46,0.918,3.4,1.7,0.7,0.2,1.1,2.3,6.2,0
12806,12806,2335,6,Darius Songaila,2008-09,2008,WAS,77,29,19.8,0.532,0.0,0.533,0.889,2.9,1.2,0.8,0.3,1.0,2.6,7.4,0
12807,12807,2335,7,Darius Songaila,2009-10,2009,NOH,75,1,18.8,0.494,0.167,0.498,0.811,3.1,0.9,0.8,0.2,1.1,2.7,7.2,0
12808,12808,2335,8,Darius Songaila,2010-11,2010,PHI,10,0,7.1,0.467,0.0,0.467,0.5,1.0,0.2,0.0,0.0,0.4,1.6,1.6,0
12809,12809,2336,1,James Southerland,2013-14,2013,TOT,4,0,7.5,0.333,0.5,0.222,0.5,2.0,0.0,0.3,0.5,0.3,0.8,3.5,0
12810,12810,2337,1,Pape Sow,2004-05,2004,TOR,27,4,9.4,0.397,0.0,0.397,0.593,2.1,0.1,0.4,0.1,0.4,1.7,2.3,0
12811,12811,2337,2,Pape Sow,2005-06,2005,TOR,42,25,14.0,0.431,0.0,0.431,0.719,3.5,0.2,0.5,0.5,0.7,2.8,3.5,0
12812,12812,2337,3,Pape Sow,2006-07,2006,TOR,7,0,4.9,0.333,0.0,0.333,0.667,1.6,0.3,0.1,0.1,0.1,0.3,1.4,0
12814,12814,2339,1,Jim Spanarkel,1979-80,1979,PHI,40,0,11.1,0.471,0.0,0.477,0.831,1.4,1.3,0.3,0.2,1.4,1.5,5.0,0
12815,12815,2339,2,Jim Spanarkel,1980-81,1980,DAL,82,0,28.3,0.467,0.1,0.471,0.887,3.6,2.8,1.4,0.2,2.1,2.8,14.4,0
12816,12816,2339,3,Jim Spanarkel,1981-82,1981,DAL,82,1,21.4,0.479,0.333,0.485,0.853,2.6,2.5,1.0,0.1,1.4,1.7,10.1,0
12817,12817,2339,4,Jim Spanarkel,1982-83,1982,DAL,48,4,15.0,0.462,0.2,0.476,0.779,1.8,1.6,0.6,0.1,1.1,1.2,5.7,0
12818,12818,2339,5,Jim Spanarkel,1983-84,1983,DAL,7,0,7.7,0.438,0.5,0.429,0.692,1.0,0.7,0.9,0.0,0.6,1.1,3.4,0
12819,12819,2340,1,Vassilis Spanoulis,2006-07,2006,HOU,31,0,8.8,0.319,0.172,0.419,0.81,0.7,0.9,0.2,0.0,0.9,1.1,2.7,0
12820,12820,2341,1,Rory Sparrow,1980-81,1980,NJN,15,0,14.1,0.349,0.0,0.349,0.75,1.2,2.1,0.9,0.2,1.2,1.0,3.7,0
12821,12821,2341,2,Rory Sparrow,1981-82,1981,ATL,82,82,31.8,0.501,0.067,0.51,0.838,2.7,5.2,1.1,0.2,1.8,2.9,10.5,0
12822,12822,2341,3,Rory Sparrow,1982-83,1982,TOT,81,58,30.0,0.484,0.227,0.491,0.739,2.8,4.9,1.3,0.1,2.4,3.1,11.6,0
12823,12823,2341,4,Rory Sparrow,1983-84,1983,NYK,79,74,30.8,0.474,0.256,0.486,0.824,2.4,6.8,1.3,0.1,2.7,2.9,10.4,0
12824,12824,2341,5,Rory Sparrow,1984-85,1984,NYK,79,41,29.0,0.492,0.226,0.506,0.865,2.1,7.1,1.0,0.1,1.9,2.5,9.9,0
12825,12825,2341,6,Rory Sparrow,1985-86,1985,NYK,74,74,31.7,0.477,0.25,0.484,0.795,2.3,6.4,1.1,0.2,2.1,2.5,10.8,0
12826,12826,2341,7,Rory Sparrow,1986-87,1986,NYK,80,30,24.4,0.446,0.262,0.46,0.798,1.4,5.4,0.8,0.1,1.8,2.0,7.6,0
12827,12827,2341,8,Rory Sparrow,1987-88,1987,TOT,58,25,18.0,0.399,0.154,0.411,0.727,1.2,2.9,0.7,0.1,1.0,1.4,4.5,0
12828,12828,2341,9,Rory Sparrow,1988-89,1988,MIA,80,79,32.7,0.452,0.243,0.469,0.879,2.7,5.4,1.3,0.2,2.6,2.1,12.5,0
12829,12829,2341,10,Rory Sparrow,1989-90,1989,MIA,82,25,21.4,0.412,0.2,0.43,0.766,1.7,3.6,0.6,0.0,1.2,1.7,5.9,0
12830,12830,2341,11,Rory Sparrow,1990-91,1990,SAC,80,74,29.7,0.491,0.397,0.501,0.699,2.3,4.5,1.0,0.2,1.6,2.4,10.4,0
12831,12831,2341,12,Rory Sparrow,1991-92,1991,TOT,46,0,10.6,0.384,0.2,0.404,0.615,0.6,1.8,0.3,0.1,0.7,1.2,2.8,0
12832,12832,2342,1,Marreese Speights,2008-09,2008,PHI,79,2,16.0,0.502,0.25,0.506,0.773,3.7,0.4,0.3,0.7,0.6,2.3,7.7,0
12833,12833,2342,2,Marreese Speights,2009-10,2009,PHI,62,1,16.4,0.477,0.0,0.483,0.745,4.1,0.6,0.5,0.5,0.8,2.5,8.6,0
12834,12834,2342,3,Marreese Speights,2010-11,2010,PHI,64,1,11.5,0.495,0.25,0.498,0.753,3.3,0.5,0.1,0.3,0.6,1.9,5.4,0
12835,12835,2342,4,Marreese Speights,2011-12,2011,MEM,60,54,22.4,0.453,0.0,0.456,0.771,6.2,0.8,0.4,0.5,1.2,2.5,8.8,0
12836,12836,2342,5,Marreese Speights,2012-13,2012,TOT,79,3,16.5,0.445,0.3,0.448,0.771,4.9,0.6,0.3,0.7,1.0,2.2,8.3,0
12837,12837,2342,6,Marreese Speights,2013-14,2013,GSW,79,3,12.4,0.441,0.258,0.455,0.821,3.7,0.4,0.1,0.4,0.8,1.9,6.4,0
12838,12838,2342,7,Marreese Speights,2014-15,2014,GSW,76,9,15.9,0.492,0.278,0.498,0.843,4.3,0.9,0.3,0.4,1.1,2.5,10.4,0
12839,12839,2342,8,Marreese Speights,2015-16,2015,GSW,72,0,11.6,0.432,0.387,0.439,0.825,3.3,0.8,0.3,0.5,0.9,1.6,7.1,0
12840,12840,2342,9,Marreese Speights,2016-17,2016,LAC,79,2,15.7,0.449,0.377,0.521,0.876,4.6,0.8,0.3,0.5,0.8,2.8,8.8,0
12841,12841,2342,10,Marreese Speights,2017-18,2017,ORL,52,3,13.0,0.395,0.369,0.448,0.727,2.6,0.8,0.2,0.4,0.8,2.0,7.7,0
12843,12850,2346,1,Felton Spencer,1990-91,1990,MIN,81,46,25.9,0.512,0.0,0.513,0.722,7.9,0.3,0.6,1.5,1.0,4.2,7.1,0
12844,12851,2346,2,Felton Spencer,1991-92,1991,MIN,61,54,24.3,0.426,0.0,0.426,0.691,7.1,0.9,0.4,1.3,1.1,4.0,6.6,0
12845,12843,2344,1,Andre Spencer,1992-93,1992,TOT,20,1,21.1,0.448,0.0,0.453,0.759,4.1,1.2,0.9,0.4,1.3,3.2,9.4,0
12846,12845,2345,1,Elmore Spencer,1992-93,1992,LAC,44,4,6.4,0.537,0.0,0.537,0.5,1.4,0.2,0.2,0.4,0.6,1.2,2.4,0
12847,12852,2346,3,Felton Spencer,1992-93,1992,MIN,71,48,18.3,0.465,0.0,0.465,0.654,4.6,0.2,0.3,0.9,1.0,3.4,4.1,0
12848,12844,2344,2,Andre Spencer,1993-94,1993,TOT,28,1,12.5,0.441,0.0,0.441,0.714,2.6,0.8,0.7,0.3,0.8,1.5,5.7,0
12849,12846,2345,2,Elmore Spencer,1993-94,1993,LAC,76,63,25.4,0.533,0.0,0.535,0.599,5.5,1.0,0.4,1.7,2.2,2.7,8.9,0
12850,12853,2346,4,Felton Spencer,1993-94,1993,UTA,79,79,28.0,0.505,0.0,0.505,0.607,8.3,0.5,0.5,0.8,1.6,3.8,8.6,0
12851,12847,2345,3,Elmore Spencer,1994-95,1994,LAC,19,8,19.4,0.441,0.0,0.444,0.56,3.4,1.3,0.7,1.2,2.5,3.3,6.9,0
12852,12854,2346,5,Felton Spencer,1994-95,1994,UTA,34,34,26.6,0.488,0.0,0.488,0.793,7.6,0.5,0.4,0.9,2.0,3.9,9.3,0
12853,12848,2345,4,Elmore Spencer,1995-96,1995,TOT,17,0,3.4,0.385,0.0,0.385,0.667,0.8,0.1,0.0,0.1,0.4,0.7,0.8,0
12854,12855,2346,6,Felton Spencer,1995-96,1995,UTA,71,70,17.8,0.52,0.0,0.52,0.689,4.3,0.2,0.3,0.8,1.1,3.4,5.6,0
12855,12849,2345,5,Elmore Spencer,1996-97,1996,SEA,1,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
12856,12856,2346,7,Felton Spencer,1996-97,1996,TOT,73,65,21.3,0.489,0.0,0.489,0.584,5.7,0.3,0.5,0.7,1.2,3.8,5.1,0
12857,12857,2346,8,Felton Spencer,1997-98,1997,GSW,68,0,12.0,0.457,0.0,0.457,0.557,3.3,0.3,0.3,0.5,0.7,2.6,2.4,0
12858,12858,2346,9,Felton Spencer,1998-99,1998,GSW,26,0,6.1,0.455,0.0,0.455,0.462,1.8,0.0,0.2,0.4,0.3,1.6,1.6,0
12859,12859,2346,10,Felton Spencer,1999-00,1999,SAS,26,0,5.7,0.455,0.0,0.455,0.667,1.5,0.1,0.2,0.3,0.3,1.2,1.9,0
12860,12860,2346,11,Felton Spencer,2000-01,2000,NYK,18,0,6.3,0.6,0.0,0.6,0.6,1.9,0.1,0.1,0.1,0.6,1.3,2.2,0
12861,12861,2346,12,Felton Spencer,2001-02,2001,NYK,32,8,7.8,0.231,0.0,0.231,0.515,1.6,0.1,0.2,0.3,0.4,2.3,0.9,0
12862,12862,2347,1,Tiago Splitter,2010-11,2010,SAS,60,6,12.3,0.529,0.0,0.532,0.543,3.4,0.4,0.5,0.3,0.5,1.5,4.6,0
12863,12863,2347,2,Tiago Splitter,2011-12,2011,SAS,59,2,19.0,0.618,0.0,0.618,0.691,5.2,1.1,0.4,0.8,1.5,2.3,9.3,0
12864,12864,2347,3,Tiago Splitter,2012-13,2012,SAS,81,58,24.7,0.56,0.0,0.561,0.73,6.4,1.6,0.8,0.8,1.2,2.0,10.3,0
12865,12865,2347,4,Tiago Splitter,2013-14,2013,SAS,59,50,21.5,0.523,0.0,0.528,0.699,6.2,1.5,0.5,0.5,1.3,2.0,8.2,0
12866,12866,2347,5,Tiago Splitter,2014-15,2014,SAS,52,35,19.8,0.558,0.0,0.558,0.75,4.8,1.5,0.7,0.7,1.2,2.0,8.2,0
12867,12867,2347,6,Tiago Splitter,2015-16,2015,ATL,36,2,16.1,0.523,0.0,0.529,0.813,3.3,0.8,0.6,0.3,0.7,2.0,5.6,0
12868,12868,2347,7,Tiago Splitter,2016-17,2016,PHI,4,0,7.5,0.545,0.5,0.556,0.857,2.0,0.8,0.0,0.3,0.5,0.8,4.8,0
12869,12869,2348,1,Latrell Sprewell,1992-93,1992,GSW,77,69,35.6,0.464,0.369,0.488,0.746,3.5,3.8,1.6,0.7,2.6,2.2,15.4,0
12870,12870,2348,2,Latrell Sprewell,1993-94,1993,GSW,82,82,43.1,0.433,0.361,0.46,0.774,4.9,4.7,2.2,0.9,2.8,1.9,21.0,1
12871,12871,2348,3,Latrell Sprewell,1994-95,1994,GSW,69,69,40.2,0.418,0.276,0.473,0.781,3.7,4.0,1.6,0.7,3.3,1.6,20.6,0
12872,12872,2348,4,Latrell Sprewell,1995-96,1995,GSW,78,78,39.3,0.428,0.323,0.461,0.789,4.9,4.2,1.6,0.6,2.8,1.9,18.9,0
12873,12873,2348,5,Latrell Sprewell,1996-97,1996,GSW,80,79,41.9,0.449,0.354,0.488,0.843,4.6,6.3,1.7,0.6,4.0,1.9,24.2,0
12874,12874,2348,6,Latrell Sprewell,1997-98,1997,GSW,14,13,39.1,0.397,0.188,0.441,0.745,3.6,4.9,1.4,0.4,3.1,1.9,21.4,0
12875,12875,2348,7,Latrell Sprewell,1998-99,1998,NYK,37,4,33.3,0.415,0.273,0.44,0.812,4.2,2.5,1.2,0.1,2.1,1.8,16.4,0
12876,12876,2348,8,Latrell Sprewell,1999-00,1999,NYK,82,82,40.0,0.435,0.346,0.445,0.866,4.3,4.0,1.3,0.3,2.8,2.2,18.6,0
12877,12877,2348,9,Latrell Sprewell,2000-01,2000,NYK,77,77,39.2,0.43,0.304,0.446,0.783,4.5,3.5,1.4,0.4,2.8,2.1,17.7,0
12878,12878,2348,10,Latrell Sprewell,2001-02,2001,NYK,81,81,41.1,0.404,0.36,0.421,0.821,3.7,3.9,1.2,0.2,2.8,2.0,19.4,0
12879,12879,2348,11,Latrell Sprewell,2002-03,2002,NYK,74,73,38.6,0.403,0.372,0.417,0.794,3.9,4.5,1.4,0.3,2.3,1.8,16.4,0
12880,12880,2348,12,Latrell Sprewell,2003-04,2003,MIN,82,82,37.8,0.409,0.331,0.433,0.814,3.8,3.5,1.1,0.3,1.9,1.2,16.8,0
12881,12881,2348,13,Latrell Sprewell,2004-05,2004,MIN,80,79,30.6,0.414,0.327,0.439,0.83,3.2,2.2,0.7,0.3,1.6,1.6,12.8,0
12882,12882,2349,1,Larry Spriggs,1981-82,1981,HOU,4,0,9.3,0.636,0.0,0.636,0.0,1.5,1.0,0.5,0.0,1.0,1.8,3.5,0
12883,12883,2349,2,Larry Spriggs,1982-83,1982,CHI,9,0,4.3,0.4,0.0,0.4,0.714,1.0,0.3,0.1,0.2,0.2,0.3,2.3,0
