,id_odsp,link_odsp,adv_stats,date,league,season,country,ht,at,fthg,ftag,odd_h,odd_d,odd_a,odd_over,odd_under,odd_bts,odd_bts_n,id_event,sort_order,time,text,event_type,event_type2,side,event_team,opponent,player,player2,player_in,player_out,shot_place,shot_outcome,is_goal,location,bodypart,assist_method,situation,fast_break
656097,fyBR9MyM/,/soccer/spain/primera-division-2014-2015/atl-madrid-barcelona-fyBR9MyM/,True,2015-05-17,SP1,2015,spain,Atletico Madrid,Barcelona,0,1,4.3,3.94,2.03,,,,,fyBR9MyM109,109.0,90.0,Lionel Messi (Barcelona) is shown the yellow card.,Yellow card,,Away,Barcelona,Atletico Madrid,lionel messi,,,,,,0.0,,,None,,0.0
658900,CYdcNu6L/,/soccer/spain/primera-division-2014-2015/barcelona-dep-la-coruna-CYdcNu6L/,True,2015-05-23,SP1,2015,spain,Barcelona,Deportivo La Coruna,2,2,1.27,8.12,15.85,,,,,CYdcNu6L4,4.0,5.0,"Goal!  Barcelona 1, Deportivo de La CoruA±a 0. Lionel Messi (Barcelona) header from the centre of the box to the bottom left corner. Assisted by Rafinha.",Attempt,Key Pass,Home,Barcelona,Deportivo La Coruna,lionel messi,rafinha,,,Bottom left corner,On target,1.0,Centre of the box,head,Pass,Open play,0.0
658906,CYdcNu6L/,/soccer/spain/primera-division-2014-2015/barcelona-dep-la-coruna-CYdcNu6L/,True,2015-05-23,SP1,2015,spain,Barcelona,Deportivo La Coruna,2,2,1.27,8.12,15.85,,,,,CYdcNu6L10,10.0,14.0,"Offside, Barcelona. Neymar tries a through ball, but Lionel Messi is caught offside.",Offside,Failed through ball,Home,Barcelona,Deportivo La Coruna,lionel messi,neymar,,,,,0.0,,,None,,0.0
658907,CYdcNu6L/,/soccer/spain/primera-division-2014-2015/barcelona-dep-la-coruna-CYdcNu6L/,True,2015-05-23,SP1,2015,spain,Barcelona,Deportivo La Coruna,2,2,1.27,8.12,15.85,,,,,CYdcNu6L11,11.0,15.0,Attempt saved. Lionel Messi (Barcelona) header from the centre of the box is saved in the bottom right corner.,Attempt,,Home,Barcelona,Deportivo La Coruna,lionel messi,,,,Bottom right corner,On target,0.0,Centre of the box,head,None,Open play,0.0
658908,CYdcNu6L/,/soccer/spain/primera-division-2014-2015/barcelona-dep-la-coruna-CYdcNu6L/,True,2015-05-23,SP1,2015,spain,Barcelona,Deportivo La Coruna,2,2,1.27,8.12,15.85,,,,,CYdcNu6L12,12.0,17.0,Attempt saved. Lionel Messi (Barcelona) left footed shot from outside the box is saved in the bottom left corner. Assisted by Neymar.,Attempt,Key Pass,Home,Barcelona,Deportivo La Coruna,lionel messi,neymar,,,Bottom left corner,On target,0.0,Outside the box,left foot,Pass,Open play,0.0
658911,CYdcNu6L/,/soccer/spain/primera-division-2014-2015/barcelona-dep-la-coruna-CYdcNu6L/,True,2015-05-23,SP1,2015,spain,Barcelona,Deportivo La Coruna,2,2,1.27,8.12,15.85,,,,,CYdcNu6L15,15.0,17.0,Attempt missed. Lionel Messi (Barcelona) left footed shot from outside the box misses to the left following a corner.,Attempt,,Home,Barcelona,Deportivo La Coruna,lionel messi,,,,Misses to the left,Off target,0.0,Outside the box,left foot,None,Corner,0.0
658938,CYdcNu6L/,/soccer/spain/primera-division-2014-2015/barcelona-dep-la-coruna-CYdcNu6L/,True,2015-05-23,SP1,2015,spain,Barcelona,Deportivo La Coruna,2,2,1.27,8.12,15.85,,,,,CYdcNu6L42,42.0,59.0,"Goal!  Barcelona 2, Deportivo de La CoruA±a 0. Lionel Messi (Barcelona) right footed shot from the centre of the box to the bottom right corner. Assisted by Neymar.",Attempt,Key Pass,Home,Barcelona,Deportivo La Coruna,lionel messi,neymar,,,Bottom right corner,On target,1.0,Centre of the box,right foot,Pass,Open play,0.0
658973,CYdcNu6L/,/soccer/spain/primera-division-2014-2015/barcelona-dep-la-coruna-CYdcNu6L/,True,2015-05-23,SP1,2015,spain,Barcelona,Deportivo La Coruna,2,2,1.27,8.12,15.85,,,,,CYdcNu6L77,77.0,90.0,Lionel Messi (Barcelona) wins a free kick in the defensive half.,Free kick won,,Home,Barcelona,Deportivo La Coruna,lionel messi,,,,,,0.0,Defensive half,,None,,0.0
672916,zgVowLdC/,/soccer/spain/primera-division/ath-bilbao-barcelona-zgVowLdC/,True,2015-08-23,SP1,2016,spain,Athletic Bilbao,Barcelona,0,1,6.4,4.5,1.69,,,,,zgVowLdC21,21.0,31.0,"Penalty saved! Lionel Messi (Barcelona) fails to capitalise on this great opportunity,  left footed shot saved  in the bottom left corner.",Attempt,,Away,Barcelona,Athletic Bilbao,lionel messi,,,,Bottom left corner,On target,0.0,Penalty spot,left foot,None,Set piece,0.0
672928,zgVowLdC/,/soccer/spain/primera-division/ath-bilbao-barcelona-zgVowLdC/,True,2015-08-23,SP1,2016,spain,Athletic Bilbao,Barcelona,0,1,6.4,4.5,1.69,,,,,zgVowLdC33,33.0,38.0,Attempt blocked. Lionel Messi (Barcelona) left footed shot from outside the box is blocked.,Attempt,,Away,Barcelona,Athletic Bilbao,lionel messi,,,,Blocked,Blocked,0.0,Outside the box,left foot,None,Open play,0.0
672929,zgVowLdC/,/soccer/spain/primera-division/ath-bilbao-barcelona-zgVowLdC/,True,2015-08-23,SP1,2016,spain,Athletic Bilbao,Barcelona,0,1,6.4,4.5,1.69,,,,,zgVowLdC34,34.0,38.0,Attempt missed. Lionel Messi (Barcelona) left footed shot from outside the box is high and wide to the left following a set piece situation.,Attempt,,Away,Barcelona,Athletic Bilbao,lionel messi,,,,High and wide,Off target,0.0,Outside the box,left foot,None,Set piece,0.0
672984,zgVowLdC/,/soccer/spain/primera-division/ath-bilbao-barcelona-zgVowLdC/,True,2015-08-23,SP1,2016,spain,Athletic Bilbao,Barcelona,0,1,6.4,4.5,1.69,,,,,zgVowLdC89,89.0,87.0,Attempt saved. Lionel Messi (Barcelona) left footed shot from the centre of the box is saved in the centre of the goal. Assisted by Ivan Rakitic.,Attempt,Key Pass,Away,Barcelona,Athletic Bilbao,lionel messi,ivan rakitic,,,Centre of the goal,On target,0.0,Centre of the box,left foot,Pass,Open play,0.0
675850,Y3kv8udn/,/soccer/spain/primera-division/barcelona-malaga-Y3kv8udn/,True,2015-08-29,SP1,2016,spain,Barcelona,Malaga,1,0,1.15,11.65,30.6,,,,,Y3kv8udn11,11.0,14.0,Attempt blocked. Lionel Messi (Barcelona) left footed shot from outside the box is blocked. Assisted by Neymar.,Attempt,Key Pass,Home,Barcelona,Malaga,lionel messi,neymar,,,Blocked,Blocked,0.0,Outside the box,left foot,Pass,Open play,0.0
675881,Y3kv8udn/,/soccer/spain/primera-division/barcelona-malaga-Y3kv8udn/,True,2015-08-29,SP1,2016,spain,Barcelona,Malaga,1,0,1.15,11.65,30.6,,,,,Y3kv8udn42,42.0,43.0,Lionel Messi (Barcelona) wins a free kick in the attacking half.,Free kick won,,Home,Barcelona,Malaga,lionel messi,,,,,,0.0,Attacking half,,None,,0.0
675889,Y3kv8udn/,/soccer/spain/primera-division/barcelona-malaga-Y3kv8udn/,True,2015-08-29,SP1,2016,spain,Barcelona,Malaga,1,0,1.15,11.65,30.6,,,,,Y3kv8udn50,50.0,52.0,Attempt saved. Lionel Messi (Barcelona) left footed shot from the centre of the box is saved in the bottom left corner. Assisted by Neymar.,Attempt,Key Pass,Home,Barcelona,Malaga,lionel messi,neymar,,,Bottom left corner,On target,0.0,Centre of the box,left foot,Pass,Open play,0.0
675897,Y3kv8udn/,/soccer/spain/primera-division/barcelona-malaga-Y3kv8udn/,True,2015-08-29,SP1,2016,spain,Barcelona,Malaga,1,0,1.15,11.65,30.6,,,,,Y3kv8udn58,58.0,58.0,Attempt saved. Lionel Messi (Barcelona) left footed shot from the right side of the box is saved in the bottom right corner. Assisted by AndrA©s Iniesta.,Attempt,Key Pass,Home,Barcelona,Malaga,lionel messi,andres iniesta,,,Bottom right corner,On target,0.0,Right side of the box,left foot,Pass,Open play,0.0
675907,Y3kv8udn/,/soccer/spain/primera-division/barcelona-malaga-Y3kv8udn/,True,2015-08-29,SP1,2016,spain,Barcelona,Malaga,1,0,1.15,11.65,30.6,,,,,Y3kv8udn68,68.0,65.0,Attempt saved. Lionel Messi (Barcelona) right footed shot from a difficult angle on the right is saved in the centre of the goal. Assisted by Javier Mascherano.,Attempt,Key Pass,Home,Barcelona,Malaga,lionel messi,javier mascherano,,,Centre of the goal,On target,0.0,Difficult angle on the right,right foot,Pass,Open play,0.0
675912,Y3kv8udn/,/soccer/spain/primera-division/barcelona-malaga-Y3kv8udn/,True,2015-08-29,SP1,2016,spain,Barcelona,Malaga,1,0,1.15,11.65,30.6,,,,,Y3kv8udn73,73.0,70.0,Attempt saved. Lionel Messi (Barcelona) left footed shot from outside the box is saved in the bottom right corner. Assisted by Rafinha.,Attempt,Key Pass,Home,Barcelona,Malaga,lionel messi,rafinha,,,Bottom right corner,On target,0.0,Outside the box,left foot,Pass,Open play,0.0
675919,Y3kv8udn/,/soccer/spain/primera-division/barcelona-malaga-Y3kv8udn/,True,2015-08-29,SP1,2016,spain,Barcelona,Malaga,1,0,1.15,11.65,30.6,,,,,Y3kv8udn80,80.0,72.0,Attempt blocked. Lionel Messi (Barcelona) right footed shot from the left side of the box is blocked. Assisted by Neymar.,Attempt,Key Pass,Home,Barcelona,Malaga,lionel messi,neymar,,,Blocked,Blocked,0.0,Left side of the box,right foot,Pass,Open play,0.0
675930,Y3kv8udn/,/soccer/spain/primera-division/barcelona-malaga-Y3kv8udn/,True,2015-08-29,SP1,2016,spain,Barcelona,Malaga,1,0,1.15,11.65,30.6,,,,,Y3kv8udn91,91.0,83.0,"Offside, Barcelona. Rafinha tries a through ball, but Lionel Messi is caught offside.",Offside,Failed through ball,Home,Barcelona,Malaga,lionel messi,rafinha,,,,,0.0,,,None,,0.0
675931,Y3kv8udn/,/soccer/spain/primera-division/barcelona-malaga-Y3kv8udn/,True,2015-08-29,SP1,2016,spain,Barcelona,Malaga,1,0,1.15,11.65,30.6,,,,,Y3kv8udn92,92.0,84.0,Attempt saved. Lionel Messi (Barcelona) left footed shot from the left side of the box is saved in the bottom left corner. Assisted by Neymar.,Attempt,Key Pass,Home,Barcelona,Malaga,lionel messi,neymar,,,Bottom left corner,On target,0.0,Left side of the box,left foot,Pass,Open play,0.0
680514,tlHTIdA4/,/soccer/spain/primera-division/atl-madrid-barcelona-tlHTIdA4/,True,2015-09-12,SP1,2016,spain,Atletico Madrid,Barcelona,1,2,3.38,3.3,2.59,,,,,tlHTIdA459,59.0,60.0,Lionel Messi (Barcelona) wins a free kick in the defensive half.,Free kick won,,Away,Barcelona,Atletico Madrid,lionel messi,,,,,,0.0,Defensive half,,None,,0.0
680526,tlHTIdA4/,/soccer/spain/primera-division/atl-madrid-barcelona-tlHTIdA4/,True,2015-09-12,SP1,2016,spain,Atletico Madrid,Barcelona,1,2,3.38,3.3,2.59,,,,,tlHTIdA471,71.0,77.0,"Goal!  AtlA©tico de Madrid 1, Barcelona 2. Lionel Messi (Barcelona) left footed shot from the centre of the box to the bottom right corner. Assisted by Luis SuA¡rez.",Attempt,Key Pass,Away,Barcelona,Atletico Madrid,lionel messi,luis suarez,,,Bottom right corner,On target,1.0,Centre of the box,left foot,Pass,Open play,0.0
680529,tlHTIdA4/,/soccer/spain/primera-division/atl-madrid-barcelona-tlHTIdA4/,True,2015-09-12,SP1,2016,spain,Atletico Madrid,Barcelona,1,2,3.38,3.3,2.59,,,,,tlHTIdA474,74.0,81.0,Foul by Lionel Messi (Barcelona).,Foul,,Away,Barcelona,Atletico Madrid,lionel messi,,,,,,0.0,,,None,,0.0
680535,tlHTIdA4/,/soccer/spain/primera-division/atl-madrid-barcelona-tlHTIdA4/,True,2015-09-12,SP1,2016,spain,Atletico Madrid,Barcelona,1,2,3.38,3.3,2.59,,,,,tlHTIdA480,80.0,86.0,Attempt missed. Lionel Messi (Barcelona) left footed shot from outside the box is too high. Assisted by Neymar.,Attempt,Key Pass,Away,Barcelona,Atletico Madrid,lionel messi,neymar,,,Too high,Off target,0.0,Outside the box,left foot,Pass,Open play,0.0
680538,tlHTIdA4/,/soccer/spain/primera-division/atl-madrid-barcelona-tlHTIdA4/,True,2015-09-12,SP1,2016,spain,Atletico Madrid,Barcelona,1,2,3.38,3.3,2.59,,,,,tlHTIdA483,83.0,88.0,Lionel Messi (Barcelona) wins a free kick in the attacking half.,Free kick won,,Away,Barcelona,Atletico Madrid,lionel messi,,,,,,0.0,Attacking half,,None,,0.0
680540,tlHTIdA4/,/soccer/spain/primera-division/atl-madrid-barcelona-tlHTIdA4/,True,2015-09-12,SP1,2016,spain,Atletico Madrid,Barcelona,1,2,3.38,3.3,2.59,,,,,tlHTIdA485,85.0,90.0,Attempt missed. Lionel Messi (Barcelona) left footed shot from outside the box is too high from a direct free kick.,Attempt,,Away,Barcelona,Atletico Madrid,lionel messi,,,,Too high,Off target,0.0,Outside the box,left foot,None,Free kick,0.0
680543,tlHTIdA4/,/soccer/spain/primera-division/atl-madrid-barcelona-tlHTIdA4/,True,2015-09-12,SP1,2016,spain,Atletico Madrid,Barcelona,1,2,3.38,3.3,2.59,,,,,tlHTIdA488,88.0,90.0,Foul by Lionel Messi (Barcelona).,Foul,,Away,Barcelona,Atletico Madrid,lionel messi,,,,,,0.0,,,None,,0.0
688054,xGW7WFv4/,/soccer/spain/primera-division/barcelona-levante-xGW7WFv4/,True,2015-09-20,SP1,2016,spain,Barcelona,Levante,4,1,1.1,13.5,36.0,,,,,xGW7WFv46,6.0,6.0,"Offside, Barcelona. Neymar tries a through ball, but Lionel Messi is caught offside.",Offside,Failed through ball,Home,Barcelona,Levante,lionel messi,neymar,,,,,0.0,,,None,,0.0
688058,xGW7WFv4/,/soccer/spain/primera-division/barcelona-levante-xGW7WFv4/,True,2015-09-20,SP1,2016,spain,Barcelona,Levante,4,1,1.1,13.5,36.0,,,,,xGW7WFv410,10.0,15.0,Attempt blocked. Lionel Messi (Barcelona) left footed shot from the left side of the box is blocked. Assisted by Adriano.,Attempt,Key Pass,Home,Barcelona,Levante,lionel messi,adriano,,,Blocked,Blocked,0.0,Left side of the box,left foot,Pass,Open play,0.0
688059,xGW7WFv4/,/soccer/spain/primera-division/barcelona-levante-xGW7WFv4/,True,2015-09-20,SP1,2016,spain,Barcelona,Levante,4,1,1.1,13.5,36.0,,,,,xGW7WFv411,11.0,15.0,Attempt blocked. Lionel Messi (Barcelona) left footed shot from outside the box is blocked. Assisted by Munir El Haddadi.,Attempt,Key Pass,Home,Barcelona,Levante,lionel messi,munir el haddadi,,,Blocked,Blocked,0.0,Outside the box,left foot,Pass,Open play,0.0
688060,xGW7WFv4/,/soccer/spain/primera-division/barcelona-levante-xGW7WFv4/,True,2015-09-20,SP1,2016,spain,Barcelona,Levante,4,1,1.1,13.5,36.0,,,,,xGW7WFv412,12.0,15.0,Attempt saved. Lionel Messi (Barcelona) left footed shot from the centre of the box is saved in the bottom left corner. Assisted by Sandro RamA­rez.,Attempt,Key Pass,Home,Barcelona,Levante,lionel messi,sandro ramirez,,,Bottom left corner,On target,0.0,Centre of the box,left foot,Pass,Open play,0.0
688064,xGW7WFv4/,/soccer/spain/primera-division/barcelona-levante-xGW7WFv4/,True,2015-09-20,SP1,2016,spain,Barcelona,Levante,4,1,1.1,13.5,36.0,,,,,xGW7WFv416,16.0,18.0,Attempt missed. Lionel Messi (Barcelona) left footed shot from outside the box is just a bit too high from a direct free kick.,Attempt,,Home,Barcelona,Levante,lionel messi,,,,Bit too high,Off target,0.0,Outside the box,left foot,None,Free kick,0.0
688087,xGW7WFv4/,/soccer/spain/primera-division/barcelona-levante-xGW7WFv4/,True,2015-09-20,SP1,2016,spain,Barcelona,Levante,4,1,1.1,13.5,36.0,,,,,xGW7WFv439,39.0,36.0,Attempt saved. Lionel Messi (Barcelona) left footed shot from outside the box is saved in the bottom right corner. Assisted by Sandro RamA­rez.,Attempt,Key Pass,Home,Barcelona,Levante,lionel messi,sandro ramirez,,,Bottom right corner,On target,0.0,Outside the box,left foot,Pass,Open play,0.0
688092,xGW7WFv4/,/soccer/spain/primera-division/barcelona-levante-xGW7WFv4/,True,2015-09-20,SP1,2016,spain,Barcelona,Levante,4,1,1.1,13.5,36.0,,,,,xGW7WFv444,44.0,39.0,Attempt missed. Lionel Messi (Barcelona) header from the centre of the box is just a bit too high. Assisted by Dani Alves with a cross.,Attempt,Key Pass,Home,Barcelona,Levante,lionel messi,dani alves,,,Bit too high,Off target,0.0,Centre of the box,head,Cross,Open play,0.0
688097,xGW7WFv4/,/soccer/spain/primera-division/barcelona-levante-xGW7WFv4/,True,2015-09-20,SP1,2016,spain,Barcelona,Levante,4,1,1.1,13.5,36.0,,,,,xGW7WFv449,49.0,45.0,Lionel Messi (Barcelona) wins a free kick in the attacking half.,Free kick won,,Home,Barcelona,Levante,lionel messi,,,,,,0.0,Attacking half,,None,,0.0
688099,xGW7WFv4/,/soccer/spain/primera-division/barcelona-levante-xGW7WFv4/,True,2015-09-20,SP1,2016,spain,Barcelona,Levante,4,1,1.1,13.5,36.0,,,,,xGW7WFv451,51.0,45.0,"Attempt missed. Lionel Messi (Barcelona) left footed shot from outside the box is close, but misses to the right from a direct free kick.",Attempt,,Home,Barcelona,Levante,lionel messi,,,,Misses to the right,Off target,0.0,Outside the box,left foot,None,Free kick,0.0
688114,xGW7WFv4/,/soccer/spain/primera-division/barcelona-levante-xGW7WFv4/,True,2015-09-20,SP1,2016,spain,Barcelona,Levante,4,1,1.1,13.5,36.0,,,,,xGW7WFv466,66.0,61.0,"Goal!  Barcelona 3, Levante 0. Lionel Messi (Barcelona) converts the penalty with a left footed shot to the high centre of the goal.",Attempt,,Home,Barcelona,Levante,lionel messi,,,,,On target,1.0,Penalty spot,left foot,None,Set piece,0.0
688130,xGW7WFv4/,/soccer/spain/primera-division/barcelona-levante-xGW7WFv4/,True,2015-09-20,SP1,2016,spain,Barcelona,Levante,4,1,1.1,13.5,36.0,,,,,xGW7WFv482,82.0,75.0,Penalty missed! Bad penalty by Lionel Messi (Barcelona) left footed shot is just a bit too high. Lionel Messi should be disappointed.,Attempt,,Home,Barcelona,Levante,lionel messi,,,,Bit too high,Off target,0.0,Penalty spot,left foot,None,Set piece,0.0
688141,xGW7WFv4/,/soccer/spain/primera-division/barcelona-levante-xGW7WFv4/,True,2015-09-20,SP1,2016,spain,Barcelona,Levante,4,1,1.1,13.5,36.0,,,,,xGW7WFv493,93.0,90.0,"Goal!  Barcelona 4, Levante 1. Lionel Messi (Barcelona) left footed shot from the centre of the box to the bottom left corner. Assisted by Marc Bartra.",Attempt,Key Pass,Home,Barcelona,Levante,lionel messi,marc bartra,,,Bottom left corner,On target,1.0,Centre of the box,left foot,Pass,Open play,0.0
690809,OfLH9Dll/,/soccer/spain/primera-division/celta-vigo-barcelona-OfLH9Dll/,True,2015-09-23,SP1,2016,spain,Celta Vigo,Barcelona,4,1,7.8,5.1,1.64,,,,,OfLH9Dll7,7.0,11.0,Attempt saved. Lionel Messi (Barcelona) left footed shot from the left side of the box is saved in the centre of the goal. Assisted by AndrA©s Iniesta.,Attempt,Key Pass,Away,Barcelona,Celta Vigo,lionel messi,andres iniesta,,,Centre of the goal,On target,0.0,Left side of the box,left foot,Pass,Open play,0.0
690818,OfLH9Dll/,/soccer/spain/primera-division/celta-vigo-barcelona-OfLH9Dll/,True,2015-09-23,SP1,2016,spain,Celta Vigo,Barcelona,4,1,7.8,5.1,1.64,,,,,OfLH9Dll16,16.0,21.0,Attempt blocked. Lionel Messi (Barcelona) left footed shot from outside the box is blocked. Assisted by Neymar.,Attempt,Key Pass,Away,Barcelona,Celta Vigo,lionel messi,neymar,,,Blocked,Blocked,0.0,Outside the box,left foot,Pass,Open play,0.0
690819,OfLH9Dll/,/soccer/spain/primera-division/celta-vigo-barcelona-OfLH9Dll/,True,2015-09-23,SP1,2016,spain,Celta Vigo,Barcelona,4,1,7.8,5.1,1.64,,,,,OfLH9Dll17,17.0,22.0,Attempt blocked. Lionel Messi (Barcelona) left footed shot from the centre of the box is blocked. Assisted by Dani Alves.,Attempt,Key Pass,Away,Barcelona,Celta Vigo,lionel messi,dani alves,,,Blocked,Blocked,0.0,Centre of the box,left foot,Pass,Open play,0.0
690831,OfLH9Dll/,/soccer/spain/primera-division/celta-vigo-barcelona-OfLH9Dll/,True,2015-09-23,SP1,2016,spain,Celta Vigo,Barcelona,4,1,7.8,5.1,1.64,,,,,OfLH9Dll29,29.0,36.0,Lionel Messi (Barcelona) wins a free kick in the attacking half.,Free kick won,,Away,Barcelona,Celta Vigo,lionel messi,,,,,,0.0,Attacking half,,None,,0.0
690852,OfLH9Dll/,/soccer/spain/primera-division/celta-vigo-barcelona-OfLH9Dll/,True,2015-09-23,SP1,2016,spain,Celta Vigo,Barcelona,4,1,7.8,5.1,1.64,,,,,OfLH9Dll50,50.0,53.0,Lionel Messi (Barcelona) hits the right post with a left footed shot from the centre of the box. Assisted by AndrA©s Iniesta.,Attempt,Key Pass,Away,Barcelona,Celta Vigo,lionel messi,andres iniesta,,,Hits the bar,Hit the bar,0.0,Centre of the box,left foot,Pass,Open play,0.0
690860,OfLH9Dll/,/soccer/spain/primera-division/celta-vigo-barcelona-OfLH9Dll/,True,2015-09-23,SP1,2016,spain,Celta Vigo,Barcelona,4,1,7.8,5.1,1.64,,,,,OfLH9Dll58,58.0,56.0,Attempt saved. Lionel Messi (Barcelona) left footed shot from the left side of the box is saved in the centre of the goal. Assisted by Neymar.,Attempt,Key Pass,Away,Barcelona,Celta Vigo,lionel messi,neymar,,,Centre of the goal,On target,0.0,Left side of the box,left foot,Pass,Open play,0.0
690908,OfLH9Dll/,/soccer/spain/primera-division/celta-vigo-barcelona-OfLH9Dll/,True,2015-09-23,SP1,2016,spain,Celta Vigo,Barcelona,4,1,7.8,5.1,1.64,,,,,OfLH9Dll106,106.0,88.0,Attempt saved. Lionel Messi (Barcelona) right footed shot from the centre of the box is saved in the bottom right corner. Assisted by Neymar.,Attempt,Key Pass,Away,Barcelona,Celta Vigo,lionel messi,neymar,,,Bottom right corner,On target,0.0,Centre of the box,right foot,Pass,Open play,0.0
690914,OfLH9Dll/,/soccer/spain/primera-division/celta-vigo-barcelona-OfLH9Dll/,True,2015-09-23,SP1,2016,spain,Celta Vigo,Barcelona,4,1,7.8,5.1,1.64,,,,,OfLH9Dll112,112.0,90.0,Attempt missed. Lionel Messi (Barcelona) left footed shot from outside the box is just a bit too high from a direct free kick.,Attempt,,Away,Barcelona,Celta Vigo,lionel messi,,,,Bit too high,Off target,0.0,Outside the box,left foot,None,Free kick,0.0
694414,WKOP7iJ0/,/soccer/spain/primera-division/barcelona-ud-las-palmas-WKOP7iJ0/,True,2015-09-26,SP1,2016,spain,Barcelona,Las Palmas,2,1,1.12,14.8,34.5,,,,,WKOP7iJ05,5.0,3.0,Attempt blocked. Lionel Messi (Barcelona) left footed shot from the right side of the six yard box is blocked. Assisted by Marc Bartra.,Attempt,Key Pass,Home,Barcelona,Las Palmas,lionel messi,marc bartra,,,Blocked,Blocked,0.0,Right side of the six yard box,left foot,Pass,Open play,0.0
723859,ClVHKXcr/,/soccer/spain/primera-division/real-madrid-barcelona-ClVHKXcr/,True,2015-11-21,SP1,2016,spain,Real Madrid,Barcelona,0,4,2.6,3.85,2.9,,,,,ClVHKXcr65,65.0,66.0,Attempt blocked. Lionel Messi (Barcelona) left footed shot from the centre of the box is blocked. Assisted by Neymar.,Attempt,Key Pass,Away,Barcelona,Real Madrid,lionel messi,neymar,,,Blocked,Blocked,0.0,Centre of the box,left foot,Pass,Open play,0.0
723862,ClVHKXcr/,/soccer/spain/primera-division/real-madrid-barcelona-ClVHKXcr/,True,2015-11-21,SP1,2016,spain,Real Madrid,Barcelona,0,4,2.6,3.85,2.9,,,,,ClVHKXcr68,68.0,67.0,Lionel Messi (Barcelona) wins a free kick in the attacking half.,Free kick won,,Away,Barcelona,Real Madrid,lionel messi,,,,,,0.0,Attacking half,,None,,0.0
723863,ClVHKXcr/,/soccer/spain/primera-division/real-madrid-barcelona-ClVHKXcr/,True,2015-11-21,SP1,2016,spain,Real Madrid,Barcelona,0,4,2.6,3.85,2.9,,,,,ClVHKXcr69,69.0,68.0,Attempt blocked. Lionel Messi (Barcelona) left footed shot from outside the box is blocked.,Attempt,,Away,Barcelona,Real Madrid,lionel messi,,,,Blocked,Blocked,0.0,Outside the box,left foot,None,Open play,0.0
730223,UmO9I2YB/,/soccer/spain/primera-division/barcelona-real-sociedad-UmO9I2YB/,True,2015-11-28,SP1,2016,spain,Barcelona,Real Sociedad,4,0,1.11,16.0,36.0,,,,,UmO9I2YB13,13.0,16.0,"Offside, Barcelona. Dani Alves tries a through ball, but Lionel Messi is caught offside.",Offside,Failed through ball,Home,Barcelona,Real Sociedad,lionel messi,dani alves,,,,,0.0,,,None,,0.0
730225,UmO9I2YB/,/soccer/spain/primera-division/barcelona-real-sociedad-UmO9I2YB/,True,2015-11-28,SP1,2016,spain,Barcelona,Real Sociedad,4,0,1.11,16.0,36.0,,,,,UmO9I2YB15,15.0,18.0,Lionel Messi (Barcelona) wins a free kick in the defensive half.,Free kick won,,Home,Barcelona,Real Sociedad,lionel messi,,,,,,0.0,Defensive half,,None,,0.0
730266,UmO9I2YB/,/soccer/spain/primera-division/barcelona-real-sociedad-UmO9I2YB/,True,2015-11-28,SP1,2016,spain,Barcelona,Real Sociedad,4,0,1.11,16.0,36.0,,,,,UmO9I2YB56,56.0,59.0,"Attempt missed. Lionel Messi (Barcelona) left footed shot from the centre of the box is close, but misses to the left. Assisted by Neymar with a cross.",Attempt,Key Pass,Home,Barcelona,Real Sociedad,lionel messi,neymar,,,Misses to the left,Off target,0.0,Centre of the box,left foot,Cross,Open play,0.0
730267,UmO9I2YB/,/soccer/spain/primera-division/barcelona-real-sociedad-UmO9I2YB/,True,2015-11-28,SP1,2016,spain,Barcelona,Real Sociedad,4,0,1.11,16.0,36.0,,,,,UmO9I2YB57,57.0,60.0,Attempt saved. Lionel Messi (Barcelona) left footed shot from the centre of the box is saved in the centre of the goal. Assisted by Neymar.,Attempt,Key Pass,Home,Barcelona,Real Sociedad,lionel messi,neymar,,,Centre of the goal,On target,0.0,Centre of the box,left foot,Pass,Open play,0.0
730270,UmO9I2YB/,/soccer/spain/primera-division/barcelona-real-sociedad-UmO9I2YB/,True,2015-11-28,SP1,2016,spain,Barcelona,Real Sociedad,4,0,1.11,16.0,36.0,,,,,UmO9I2YB60,60.0,63.0,Lionel Messi (Barcelona) wins a free kick in the attacking half.,Free kick won,,Home,Barcelona,Real Sociedad,lionel messi,,,,,,0.0,Attacking half,,None,,0.0
730277,UmO9I2YB/,/soccer/spain/primera-division/barcelona-real-sociedad-UmO9I2YB/,True,2015-11-28,SP1,2016,spain,Barcelona,Real Sociedad,4,0,1.11,16.0,36.0,,,,,UmO9I2YB67,67.0,68.0,"Attempt missed. Lionel Messi (Barcelona) left footed shot from outside the box is close, but misses the top right corner from a direct free kick.",Attempt,,Home,Barcelona,Real Sociedad,lionel messi,,,,Top right corner,Off target,0.0,Outside the box,left foot,None,Free kick,0.0
730301,UmO9I2YB/,/soccer/spain/primera-division/barcelona-real-sociedad-UmO9I2YB/,True,2015-11-28,SP1,2016,spain,Barcelona,Real Sociedad,4,0,1.11,16.0,36.0,,,,,UmO9I2YB91,91.0,87.0,Lionel Messi (Barcelona) hits the bar with a left footed shot from the right side of the box. Assisted by Neymar following a fast break.,Attempt,Key Pass,Home,Barcelona,Real Sociedad,lionel messi,neymar,,,Hits the bar,Hit the bar,0.0,Right side of the box,left foot,Pass,Open play,1.0
